Participant,"Ratification, Acceptance(A), Participation(P)"
Afghanistan,22 Jul 1983
Australia,16 Aug 1983 A
Bangladesh,9 Feb 1988 A
Bhutan,23 Jun 1998 P
China,26 Jul 1982 A
Fiji,29 Nov 1999 P
India,15 Jul 1983
Iran (Islamic Republic of),10 Apr 1986
Malaysia,7 Jan 1986 A
Maldives,28 May 1982 A
Myanmar,27 Sep 1984
Nepal,3 Dec 1984
Pakistan,24 Aug 1984 A
Republic of Korea,2 Jul 1982 A
Samoa,6 Nov 2000 P
Singapore,22 Jul 1982 A
Sri Lanka,26 Mar 1982 A
Thailand,1 Nov 1982
Viet Nam,28 Dec 1983 A
