Participant,"Succession(d), Consent to be bound(P)"
Albania,28 Aug 2002 P
Argentina,21 Oct 1998 P
Australia,22 Aug 1997 P
Austria,27 Jul 1998 P
Bangladesh,6 Sep 2000 P
Belarus,2 Mar 2004 P
Belgium,10 Mar 1999 P
Bolivia (Plurinational State of),21 Sep 2001 P
Bosnia and Herzegovina,7 Sep 2000 P
Brazil,4 Oct 1999 P
Bulgaria,3 Dec 1998 P
Burkina Faso,26 Nov 2003 P
Cambodia,25 Mar 1997 P
Cameroon,7 Dec 2006 P
Canada,5 Jan 1998 P
Cape Verde,16 Sep 1997 P
Chile,15 Oct 2003 P
China,4 Nov 1998 P
Colombia,6 Mar 2000 P
Costa Rica,17 Dec 1998 P
Croatia,25 Apr 2002 P
Cyprus,22 Jul 2003 P
Czech Republic,10 Aug 1998 P
Denmark,30 Apr 1997 P
Dominican Republic,21 Jun 2010 P
Ecuador,14 Aug 2000 P
El Salvador,26 Jan 2000 P
Estonia,20 Apr 2000 P
Finland,3 Apr 1998 P
France,23 Jul 1998 P
Gabon,22 Sep 2010 P
Georgia,8 Jun 2009 P
Germany,2 May 1997 P
Greece,20 Jan 1999 P
Guatemala,29 Oct 2001 P
Guinea-Bissau,6 Aug 2008 P
Holy See,22 Jul 1997 P
Honduras,30 Oct 2003 P
Hungary,30 Jan 1998 P
Iceland,22 Aug 2008 P
India,2 Sep 1999 P
Ireland,27 Mar 1997 P
Israel,30 Oct 2000 P
Italy,13 Jan 1999 P
Jamaica,25 Sep 2008 P
Japan,10 Jun 1997 P
Jordan,6 Sep 2000 P
Kuwait,24 May 2013 P
Latvia,22 Aug 2002 P
Liberia,16 Sep 2005 P
Liechtenstein,19 Nov 1997 P
Lithuania,3 Jun 1998 P
Luxembourg,5 Aug 1999 P
Madagascar,14 Mar 2008 P
Maldives,7 Sep 2000 P
Mali,24 Oct 2001 P
Malta,24 Sep 2004 P
Monaco,12 Aug 1997 P
Montenegro,30 Dec 2011 P
Morocco,19 Mar 2002 P
Nauru,12 Nov 2001 P
Netherlands,25 Mar 1999 P
New Zealand,8 Jan 1998 P
Nicaragua,5 Dec 2000 P
Niger,18 Sep 2007 P
Norway,20 Apr 1998 P
Pakistan,9 Mar 1999 P
Panama,3 Nov 1999 P
Paraguay,22 Sep 2004 P
Peru,3 Jul 1997 P
Philippines,12 Jun 1997 P
Poland,14 Oct 2003 P
Portugal,31 Mar 1999 P
Republic of Korea,9 May 2001 P
Republic of Moldova,16 Jul 2001 P
Romania,25 Aug 2003 P
Russian Federation,2 Mar 2005 P
Senegal,29 Nov 1999 P
Serbia,14 Feb 2011 P
Seychelles,8 Jun 2000 P
Sierra Leone,30 Sep 2004 P
Slovakia,30 Nov 1999 P
Slovenia,3 Dec 2002 P
South Africa,26 Jun 1998 P
Spain,27 Jan 1998 P
Sri Lanka,24 Sep 2004 P
St. Vincent and the Grenadines,6 Dec 2010 P
Sweden,16 Jul 1997 P
Switzerland,24 Mar 1998 P
Tajikistan,12 Oct 1999 P
The former Yugoslav Republic of Macedonia,31 May 2005 P
Tunisia,23 Mar 2006 P
Turkey,2 Mar 2005 P
Turkmenistan,19 Mar 2004 P
Ukraine,15 Dec 1999 P
United Kingdom of Great Britain and Northern Ireland,11 Feb 1999 P
United States of America,24 May 1999 P
Uruguay,18 Aug 1998 P
Venezuela (Bolivarian Republic of),19 Apr 2005 P
